state,season,week_ending_date,age_category,sex,race,rate,cumulative_rate,month,weekday,hispanic
Tennessee,2023-24,4/20/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/20/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/20/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/20/2024,0-17 years (Children),Female,All,0,0,4,Saturday,0
Tennessee,2023-24,4/20/2024,0-17 years (Children),Male,All,0,0,4,Saturday,0
Oregon,2023-24,4/20/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
Oregon,2023-24,4/20/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/20/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/20/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/20/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/20/2024,0-17 years (Children),Female,All,0,0,4,Saturday,0
Oregon,2023-24,4/20/2024,0-17 years (Children),Male,All,0,0,4,Saturday,0
New York,2023-24,4/20/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
New York,2023-24,4/20/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/20/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/20/2024,0-17 years (Children),All,"Black, non-Hispanic",1.9,1.9,4,Saturday,0
New York,2023-24,4/20/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/20/2024,0-17 years (Children),Female,All,0.5,0.5,4,Saturday,0
New York,2023-24,4/20/2024,0-17 years (Children),Male,All,0,0,4,Saturday,0
New Mexico,2023-24,4/20/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
New Mexico,2023-24,4/20/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/20/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/20/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/20/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/20/2024,0-17 years (Children),Female,All,0,0,4,Saturday,0
New Mexico,2023-24,4/20/2024,0-17 years (Children),Male,All,0,0,4,Saturday,0
Minnesota,2023-24,4/20/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
Minnesota,2023-24,4/20/2024,0-17 years (Children),All,"A/PI, non-Hispanic",1.3,1.3,4,Saturday,0
Minnesota,2023-24,4/20/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/20/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/20/2024,0-17 years (Children),All,"White, non-Hispanic",1.3,1.3,4,Saturday,0
Minnesota,2023-24,4/20/2024,0-17 years (Children),Female,All,0.9,0.9,4,Saturday,0
Minnesota,2023-24,4/20/2024,0-17 years (Children),Male,All,0.8,0.8,4,Saturday,0
Michigan,2023-24,4/20/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
Michigan,2023-24,4/20/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/20/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/20/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/20/2024,0-17 years (Children),All,"White, non-Hispanic",1.9,1.9,4,Saturday,0
Michigan,2023-24,4/20/2024,0-17 years (Children),Female,All,0.8,0.8,4,Saturday,0
Michigan,2023-24,4/20/2024,0-17 years (Children),Male,All,1.6,1.6,4,Saturday,0
Maryland,2023-24,4/20/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
Maryland,2023-24,4/20/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/20/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/20/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/20/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/20/2024,0-17 years (Children),Female,All,0,0,4,Saturday,0
Maryland,2023-24,4/20/2024,0-17 years (Children),Male,All,0,0,4,Saturday,0
Georgia,2023-24,4/20/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
Georgia,2023-24,4/20/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Georgia,2023-24,4/20/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Georgia,2023-24,4/20/2024,0-17 years (Children),All,"Black, non-Hispanic",0.7,0.7,4,Saturday,0
Georgia,2023-24,4/20/2024,0-17 years (Children),All,"White, non-Hispanic",0.4,0.4,4,Saturday,0
Georgia,2023-24,4/20/2024,0-17 years (Children),Female,All,0.4,0.4,4,Saturday,0
Georgia,2023-24,4/20/2024,0-17 years (Children),Male,All,0.4,0.4,4,Saturday,0
Connecticut,2023-24,4/20/2024,0-17 years (Children),All,Hispanic,1.5,1.5,4,Saturday,1
Connecticut,2023-24,4/20/2024,0-17 years (Children),All,"A/PI, non-Hispanic",9.9,9.9,4,Saturday,0
Connecticut,2023-24,4/20/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/20/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/20/2024,0-17 years (Children),All,"White, non-Hispanic",1.8,1.8,4,Saturday,0
Connecticut,2023-24,4/20/2024,0-17 years (Children),Female,All,1.8,1.8,4,Saturday,0
Connecticut,2023-24,4/20/2024,0-17 years (Children),Male,All,1.7,1.7,4,Saturday,0
Colorado,2023-24,4/20/2024,0-17 years (Children),All,Hispanic,0.5,0.5,4,Saturday,1
Colorado,2023-24,4/20/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Colorado,2023-24,4/20/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Colorado,2023-24,4/20/2024,0-17 years (Children),All,"Black, non-Hispanic",2.5,2.5,4,Saturday,0
Colorado,2023-24,4/20/2024,0-17 years (Children),All,"White, non-Hispanic",2.1,2.1,4,Saturday,0
Colorado,2023-24,4/20/2024,0-17 years (Children),Female,All,1,1,4,Saturday,0
Colorado,2023-24,4/20/2024,0-17 years (Children),Male,All,1.6,1.6,4,Saturday,0
California,2023-24,4/20/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
California,2023-24,4/20/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0.5,0.5,4,Saturday,0
California,2023-24,4/20/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
California,2023-24,4/20/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
California,2023-24,4/20/2024,0-17 years (Children),All,"White, non-Hispanic",0.6,0.6,4,Saturday,0
California,2023-24,4/20/2024,0-17 years (Children),Female,All,0.3,0.3,4,Saturday,0
California,2023-24,4/20/2024,0-17 years (Children),Male,All,0.6,0.6,4,Saturday,0
Utah,2023-24,4/20/2024,0-17 years (Children),All,All,0.3,0.3,4,Saturday,0
Tennessee,2023-24,4/20/2024,0-17 years (Children),All,All,0,0,4,Saturday,0
Oregon,2023-24,4/20/2024,0-17 years (Children),All,All,0,0,4,Saturday,0
New York,2023-24,4/20/2024,0-17 years (Children),All,All,0.2,0.2,4,Saturday,0
New Mexico,2023-24,4/20/2024,0-17 years (Children),All,All,0,0,4,Saturday,0
Minnesota,2023-24,4/20/2024,0-17 years (Children),All,All,0.8,0.8,4,Saturday,0
Michigan,2023-24,4/20/2024,0-17 years (Children),All,All,1.2,1.2,4,Saturday,0
Maryland,2023-24,4/20/2024,0-17 years (Children),All,All,0,0,4,Saturday,0
Georgia,2023-24,4/20/2024,0-17 years (Children),All,All,0.4,0.4,4,Saturday,0
Connecticut,2023-24,4/20/2024,0-17 years (Children),All,All,1.7,1.7,4,Saturday,0
Colorado,2023-24,4/20/2024,0-17 years (Children),All,All,1.3,1.3,4,Saturday,0
California,2023-24,4/20/2024,0-17 years (Children),All,All,0.4,0.4,4,Saturday,0
Utah,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
Utah,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Utah,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",0.6,0.6,4,Saturday,0
Utah,2023-24,4/27/2024,0-17 years (Children),Female,All,0,0,4,Saturday,0
Utah,2023-24,4/27/2024,0-17 years (Children),Male,All,1.3,1.3,4,Saturday,0
Tennessee,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,1.7,1.7,4,Saturday,1
Tennessee,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,4,Saturday,0
Tennessee,2023-24,4/27/2024,0-17 years (Children),Female,All,0.5,0.5,4,Saturday,0
Tennessee,2023-24,4/27/2024,0-17 years (Children),Male,All,0,0,4,Saturday,0
Oregon,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
Oregon,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,4,Saturday,0
Oregon,2023-24,4/27/2024,0-17 years (Children),Female,All,0.6,0.6,4,Saturday,0
Oregon,2023-24,4/27/2024,0-17 years (Children),Male,All,0,0,4,Saturday,0
New York,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
New York,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
New York,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",1.9,1.9,4,Saturday,0
New York,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",0.4,0.4,4,Saturday,0
New York,2023-24,4/27/2024,0-17 years (Children),Female,All,0.5,0.5,4,Saturday,0
New York,2023-24,4/27/2024,0-17 years (Children),Male,All,0.5,0.5,4,Saturday,0
New Mexico,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
New Mexico,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,4,Saturday,0
New Mexico,2023-24,4/27/2024,0-17 years (Children),Female,All,0,0,4,Saturday,0
New Mexico,2023-24,4/27/2024,0-17 years (Children),Male,All,0,0,4,Saturday,0
Minnesota,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
Minnesota,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,4,Saturday,0
Minnesota,2023-24,4/27/2024,0-17 years (Children),Female,All,0,0,4,Saturday,0
Minnesota,2023-24,4/27/2024,0-17 years (Children),Male,All,0,0,4,Saturday,0
Michigan,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
Michigan,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,4,Saturday,0
Michigan,2023-24,4/27/2024,0-17 years (Children),Female,All,0,0,4,Saturday,0
Michigan,2023-24,4/27/2024,0-17 years (Children),Male,All,0,0,4,Saturday,0
Maryland,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
Maryland,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Maryland,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",0.8,0.8,4,Saturday,0
Maryland,2023-24,4/27/2024,0-17 years (Children),Female,All,0,0,4,Saturday,0
Maryland,2023-24,4/27/2024,0-17 years (Children),Male,All,0.6,0.6,4,Saturday,0
Georgia,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,0.5,0.5,4,Saturday,1
Georgia,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Georgia,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Georgia,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",0.7,0.7,4,Saturday,0
Georgia,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",0.4,0.4,4,Saturday,0
Georgia,2023-24,4/27/2024,0-17 years (Children),Female,All,0.6,0.6,4,Saturday,0
Georgia,2023-24,4/27/2024,0-17 years (Children),Male,All,0.4,0.4,4,Saturday,0
Connecticut,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,1.5,1.5,4,Saturday,1
Connecticut,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
Connecticut,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",0.9,0.9,4,Saturday,0
Connecticut,2023-24,4/27/2024,0-17 years (Children),Female,All,0.9,0.9,4,Saturday,0
Connecticut,2023-24,4/27/2024,0-17 years (Children),Male,All,0.8,0.8,4,Saturday,0
Colorado,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
Colorado,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,4,Saturday,0
Colorado,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
Colorado,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",5,5,4,Saturday,0
Colorado,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",1.1,1.1,4,Saturday,0
Colorado,2023-24,4/27/2024,0-17 years (Children),Female,All,1,1,4,Saturday,0
Colorado,2023-24,4/27/2024,0-17 years (Children),Male,All,0.7,0.7,4,Saturday,0
California,2023-24,4/27/2024,0-17 years (Children),All,Hispanic,0,0,4,Saturday,1
California,2023-24,4/27/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0.5,0.5,4,Saturday,0
California,2023-24,4/27/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,4,Saturday,0
California,2023-24,4/27/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,4,Saturday,0
California,2023-24,4/27/2024,0-17 years (Children),All,"White, non-Hispanic",0.6,0.6,4,Saturday,0
California,2023-24,4/27/2024,0-17 years (Children),Female,All,0,0,4,Saturday,0
California,2023-24,4/27/2024,0-17 years (Children),Male,All,0.6,0.6,4,Saturday,0
Utah,2023-24,4/27/2024,0-17 years (Children),All,All,0.7,0.7,4,Saturday,0
Tennessee,2023-24,4/27/2024,0-17 years (Children),All,All,0.2,0.2,4,Saturday,0
Oregon,2023-24,4/27/2024,0-17 years (Children),All,All,0.3,0.3,4,Saturday,0
New York,2023-24,4/27/2024,0-17 years (Children),All,All,0.5,0.5,4,Saturday,0
New Mexico,2023-24,4/27/2024,0-17 years (Children),All,All,0,0,4,Saturday,0
Minnesota,2023-24,4/27/2024,0-17 years (Children),All,All,0,0,4,Saturday,0
Michigan,2023-24,4/27/2024,0-17 years (Children),All,All,0,0,4,Saturday,0
Maryland,2023-24,4/27/2024,0-17 years (Children),All,All,0.3,0.3,4,Saturday,0
Georgia,2023-24,4/27/2024,0-17 years (Children),All,All,0.5,0.5,4,Saturday,0
Connecticut,2023-24,4/27/2024,0-17 years (Children),All,All,0.9,0.9,4,Saturday,0
Colorado,2023-24,4/27/2024,0-17 years (Children),All,All,0.8,0.8,4,Saturday,0
California,2023-24,4/27/2024,0-17 years (Children),All,All,0.3,0.3,4,Saturday,0
Utah,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,0,0,5,Saturday,1
Utah,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,5,Saturday,0
Utah,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,5,Saturday,0
Utah,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,5,Saturday,0
Utah,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,5,Saturday,0
Utah,2023-24,5/4/2024,0-17 years (Children),Female,All,0,0,5,Saturday,0
Utah,2023-24,5/4/2024,0-17 years (Children),Male,All,0,0,5,Saturday,0
Tennessee,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,1.7,1.7,5,Saturday,1
Tennessee,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,5,Saturday,0
Tennessee,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,5,Saturday,0
Tennessee,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,5,Saturday,0
Tennessee,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0.4,0.4,5,Saturday,0
Tennessee,2023-24,5/4/2024,0-17 years (Children),Female,All,0,0,5,Saturday,0
Tennessee,2023-24,5/4/2024,0-17 years (Children),Male,All,0.9,0.9,5,Saturday,0
Oregon,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,0,0,5,Saturday,1
Oregon,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,5,Saturday,0
Oregon,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,5,Saturday,0
Oregon,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,5,Saturday,0
Oregon,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,5,Saturday,0
Oregon,2023-24,5/4/2024,0-17 years (Children),Female,All,0,0,5,Saturday,0
Oregon,2023-24,5/4/2024,0-17 years (Children),Male,All,0,0,5,Saturday,0
New York,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,0,0,5,Saturday,1
New York,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,5,Saturday,0
New York,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,5,Saturday,0
New York,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,5,Saturday,0
New York,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,5,Saturday,0
New York,2023-24,5/4/2024,0-17 years (Children),Female,All,0,0,5,Saturday,0
New York,2023-24,5/4/2024,0-17 years (Children),Male,All,0,0,5,Saturday,0
New Mexico,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,0,0,5,Saturday,1
New Mexico,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,5,Saturday,0
New Mexico,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,5,Saturday,0
New Mexico,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,5,Saturday,0
New Mexico,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,5,Saturday,0
New Mexico,2023-24,5/4/2024,0-17 years (Children),Female,All,0,0,5,Saturday,0
New Mexico,2023-24,5/4/2024,0-17 years (Children),Male,All,0,0,5,Saturday,0
Minnesota,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,0,0,5,Saturday,1
Minnesota,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,5,Saturday,0
Minnesota,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",23.2,23.2,5,Saturday,0
Minnesota,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0.9,0.9,5,Saturday,0
Minnesota,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0.5,0.5,5,Saturday,0
Minnesota,2023-24,5/4/2024,0-17 years (Children),Female,All,0,0,5,Saturday,0
Minnesota,2023-24,5/4/2024,0-17 years (Children),Male,All,1.1,1.1,5,Saturday,0
Michigan,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,0,0,5,Saturday,1
Michigan,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,5,Saturday,0
Michigan,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,5,Saturday,0
Michigan,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,5,Saturday,0
Michigan,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,5,Saturday,0
Michigan,2023-24,5/4/2024,0-17 years (Children),Female,All,0,0,5,Saturday,0
Michigan,2023-24,5/4/2024,0-17 years (Children),Male,All,0,0,5,Saturday,0
Maryland,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,0,0,5,Saturday,1
Maryland,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,5,Saturday,0
Maryland,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,5,Saturday,0
Maryland,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,5,Saturday,0
Maryland,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,5,Saturday,0
Maryland,2023-24,5/4/2024,0-17 years (Children),Female,All,0,0,5,Saturday,0
Maryland,2023-24,5/4/2024,0-17 years (Children),Male,All,0,0,5,Saturday,0
Georgia,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,0.5,0.5,5,Saturday,1
Georgia,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,5,Saturday,0
Georgia,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,5,Saturday,0
Georgia,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,5,Saturday,0
Georgia,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0.4,0.4,5,Saturday,0
Georgia,2023-24,5/4/2024,0-17 years (Children),Female,All,0.2,0.2,5,Saturday,0
Georgia,2023-24,5/4/2024,0-17 years (Children),Male,All,0.2,0.2,5,Saturday,0
Connecticut,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,0,0,5,Saturday,1
Connecticut,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,5,Saturday,0
Connecticut,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,5,Saturday,0
Connecticut,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,5,Saturday,0
Connecticut,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,5,Saturday,0
Connecticut,2023-24,5/4/2024,0-17 years (Children),Female,All,0,0,5,Saturday,0
Connecticut,2023-24,5/4/2024,0-17 years (Children),Male,All,0,0,5,Saturday,0
Colorado,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,0.5,0.5,5,Saturday,1
Colorado,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,5,Saturday,0
Colorado,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,5,Saturday,0
Colorado,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,5,Saturday,0
Colorado,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0.7,0.7,5,Saturday,0
Colorado,2023-24,5/4/2024,0-17 years (Children),Female,All,0.3,0.3,5,Saturday,0
Colorado,2023-24,5/4/2024,0-17 years (Children),Male,All,1,1,5,Saturday,0
California,2023-24,5/4/2024,0-17 years (Children),All,Hispanic,0,0,5,Saturday,1
California,2023-24,5/4/2024,0-17 years (Children),All,"A/PI, non-Hispanic",0.5,0.5,5,Saturday,0
California,2023-24,5/4/2024,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,5,Saturday,0
California,2023-24,5/4/2024,0-17 years (Children),All,"Black, non-Hispanic",0,0,5,Saturday,0
California,2023-24,5/4/2024,0-17 years (Children),All,"White, non-Hispanic",0,0,5,Saturday,0
California,2023-24,5/4/2024,0-17 years (Children),Female,All,0.3,0.3,5,Saturday,0
California,2023-24,5/4/2024,0-17 years (Children),Male,All,0,0,5,Saturday,0
Utah,2023-24,5/4/2024,0-17 years (Children),All,All,0,0,5,Saturday,0
Tennessee,2023-24,5/4/2024,0-17 years (Children),All,All,0.5,0.5,5,Saturday,0
Oregon,2023-24,5/4/2024,0-17 years (Children),All,All,0,0,5,Saturday,0
New York,2023-24,5/4/2024,0-17 years (Children),All,All,0,0,5,Saturday,0
New Mexico,2023-24,5/4/2024,0-17 years (Children),All,All,0,0,5,Saturday,0
Minnesota,2023-24,5/4/2024,0-17 years (Children),All,All,0.6,0.6,5,Saturday,0
Michigan,2023-24,5/4/2024,0-17 years (Children),All,All,0,0,5,Saturday,0
Maryland,2023-24,5/4/2024,0-17 years (Children),All,All,0,0,5,Saturday,0
Georgia,2023-24,5/4/2024,0-17 years (Children),All,All,0.2,0.2,5,Saturday,0
Connecticut,2023-24,5/4/2024,0-17 years (Children),All,All,0,0,5,Saturday,0
